merchant_id,created_by,updated_by,merchant_name,merchant_network,merchant_url,merchant_logo_url,merchant_status,merchant_private,created_at,updated_at,classic_merchant_id,group_responsible_for_balance,merchant_search,currency_id,sort_updated_at
6609bb4a-28ab-4fee-835d-8414b8d40702,4b4880f5-cf94-4160-9680-be2265aa09b2,271d1f6d-719c-43a0-b202-b7aeb931c8f3,Artist Guitars,AU,,https://static.avantlink.com/merchant-logos/18949.png,active,false,2019-12-06 06:50:45+00,2022-08-24 14:12:23+00,18949,,"'/pages/search-results?q=edk':10C '18949':30 'artist':1A,3A,28 'artist-guitars.co.uk':9C,16C 'artist-guitars.co.uk/pages/search-results?q=edk':8C 'artist-guitars.com':5C,6C,7C,17C,18C,19C,20C,21C 'artistguitars.co.nz':15C,27C 'artistguitars.co.uk':11C,14C 'artistguitars.com':13C 'artistguitars.com.au':12C,22C,23C,24C,25C,26C 'guitars':2A,4A,29",be73e502-85fd-11e8-ba63-0edee6d0e1d0,2022-08-24 14:12:23+00
93c8e778-3c01-4490-bc10-631eb197583b,f2d8afd8-7de6-4858-8b5c-db12fb02072b,271d1f6d-719c-43a0-b202-b7aeb931c8f3,Kodiak Canvas ,US,,https://static.avantlink.com/merchant-logos/24885.png,active,false,2022-08-04 14:07:39+00,2022-10-13 18:38:48+00,24885,,"'24885':8 'canvas':2A,4A,7 'kodiak':1A,3A,6 'kodiakcanvas.com':5C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-10-13 18:38:48+00
6a7d2f90-f4fc-4dae-9137-8bc8a3672802,4b4880f5-cf94-4160-9680-be2265aa09b2,271d1f6d-719c-43a0-b202-b7aeb931c8f3,SJK Gear,US,,"",disabled,true,2022-07-28 22:27:22+00,2022-10-31 16:00:14+00,24817,,"'24817':8 'gear':2A,4A,7 'sjk':1A,3A,6 'sjkgear.com':5C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-10-31 16:00:14+00
3a32ff5f-1333-4e26-95ca-25d066a69b67,f2d8afd8-7de6-4858-8b5c-db12fb02072b,cbdbce97-b544-4380-b54a-51f0e846c1fc,State of Matter,US,,https://static.avantlink.com/merchant-logos/24829.png,active,false,2022-07-29 19:37:45+00,2022-11-17 15:58:15+00,24829,,"'24829':11 'matter':3A,6A,10 'of':2A,5A,9 'state':1A,4A,8 'stateofmatterapparel.com':7C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-11-17 15:58:15+00
08ab7c70-7a5a-423a-aa3d-a946d54116b0,4b4880f5-cf94-4160-9680-be2265aa09b2,88658cc1-993d-477e-9028-062a6c3b3d9c,TRX Training UK,US,,https://static.avantlink.com/merchant-logos/22065.png,disabled,true,2021-06-21 18:03:41+00,2022-08-01 15:10:05+00,22065,,"'/en-gb/':9C '22065':16 'club.trxtraining.com':8C 'club.trxtraining.com/en-gb/':7C 'store.trxtraining.co.uk':11C,12C 'training':2A,5A,14 'trx':1A,4A,13 'trxtraining.co.uk':10C 'uk':3A,6A,15",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-08-01 15:10:05+00
23e7cd34-7a69-4f7e-818c-9d1ec04c55e0,4b4880f5-cf94-4160-9680-be2265aa09b2,4b4880f5-cf94-4160-9680-be2265aa09b2,Luce Farms,US,,"",contract,false,2022-08-03 05:47:27+00,2022-08-03 05:47:28+00,24861,,"'24861':8 'farms':2A,4A,7 'luce':1A,3A,6 'lucefarmvt.com':5C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-08-03 05:47:27+00
116e48b3-c37b-477b-b5ff-9ed394986a49,100681b2-eac9-4e16-bcfe-aab26842181a,100681b2-eac9-4e16-bcfe-aab26842181a,Your Sole,US,,"",contract,false,2022-08-04 18:02:25+00,2022-08-04 18:02:26+00,24889,,"'24889':8 'sole':2A,4A,7 'your':1A,3A,6 'yoursole.com':5C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-08-04 18:02:25+00
ba52f1d7-9631-4b70-a1f2-917b5422c4e4,4b4880f5-cf94-4160-9680-be2265aa09b2,4b4880f5-cf94-4160-9680-be2265aa09b2,Safevest Body Armor,US,,"",contract,false,2022-08-04 18:23:48+00,2022-08-04 18:23:49+00,24893,,"'24893':11 'armor':3A,6A,10 'body':2A,5A,9 'safevest':1A,4A,8 'safevest.org':7C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-08-04 18:23:48+00
1b0fa474-08ad-4105-bbb6-d6b8341e310f,4b4880f5-cf94-4160-9680-be2265aa09b2,4b4880f5-cf94-4160-9680-be2265aa09b2,Foam Order,US,,"",contract,false,2022-08-04 21:36:51+00,2022-08-04 21:36:52+00,24897,,"'24897':8 'foam':1A,3A,6 'foamorder.com':5C 'order':2A,4A,7",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-08-04 21:36:51+00
1de7cad8-d106-42ec-85ef-a17a26f0d503,4b4880f5-cf94-4160-9680-be2265aa09b2,0bf18bc2-52e4-48ff-b099-c6c83f5c71e7,STEP 22 Gear,US,,https://static.avantlink.com/merchant-logos/20101.png,active,false,2020-06-16 05:49:46+00,2022-08-04 22:40:56+00,20101,,"'20101':11 '22':2A,5A 'gear':3A,6A,10 'step':1A,4A,9 'step22gear.com':7C,8C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-08-04 22:40:55+00
d156691d-ed15-4d3d-8de5-db2518460563,4b4880f5-cf94-4160-9680-be2265aa09b2,4b4880f5-cf94-4160-9680-be2265aa09b2,G-force,US,,"",disabled,true,2022-07-29 14:13:32+00,2022-09-19 20:05:06+00,24825,,"'24825':10 'force':3A,6A,9 'g':2A,5A,8 'g-force':1A,4A 'g-forcebike.com':7C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-09-19 20:05:06+00
98441389-881a-43b3-b348-4b6977df10b6,f2d8afd8-7de6-4858-8b5c-db12fb02072b,f2d8afd8-7de6-4858-8b5c-db12fb02072b,iWi Life,US,,"",contract,false,2020-01-31 15:16:37+00,2022-06-07 15:24:24+00,19149,,"'19149':8 'iwi':1A,3A,6 'iwilife.com':5C 'life':2A,4A,7",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-07 15:24:24+00
639993b2-3795-42ac-a2f9-f02734ea9998,e50a6930-3275-4740-9040-f78e83bcc7c6,758b70c1-3581-42ab-a47b-35cf5ab8526e,Velowave  Bikes,US,,https://static.avantlink.com/merchant-logos/24393.png,active,false,2022-06-08 23:17:26+00,2023-09-05 03:53:03+00,24393,,"'24393':8 'bikes':2A,4A,7 'velowave':1A,3A,6 'velowavebikes.com':5C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2023-09-05 03:53:03+00
b0d98291-7f62-4585-a00b-2aede76c962f,4b4880f5-cf94-4160-9680-be2265aa09b2,4b4880f5-cf94-4160-9680-be2265aa09b2,The Tarpestry Co.,US,,"",contract,false,2022-09-21 21:46:59+00,2022-09-21 21:47:01+00,25313,,"'25313':11 'co':3A,6A,10 'tarpestry':2A,5A,9 'tarpestry.com':7C 'the':1A,4A,8",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-09-21 21:46:59+00
3cf92796-e1b5-4d17-8592-8a2b733200a6,e50a6930-3275-4740-9040-f78e83bcc7c6,e50a6930-3275-4740-9040-f78e83bcc7c6,B12,US,,"",contract,false,2019-04-10 19:38:41+00,2022-06-07 15:24:24+00,17757,,"'17757':5 'b':4 'b12':1A,2A 'b12.io':3C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-07 15:24:24+00
625ccc06-8c3e-42e2-b3c3-f69d0d1c9ac2,4b4880f5-cf94-4160-9680-be2265aa09b2,271d1f6d-719c-43a0-b202-b7aeb931c8f3,Big Island Coffee Roasters,US,,https://static.avantlink.com/merchant-logos/24197.png,active,false,2022-05-20 04:37:37+00,2022-06-08 00:13:40+00,24197,,"'24197':14 'big':1A,5A,10 'bigislandcoffeeroasters.com':9C 'coffee':3A,7A,12 'island':2A,6A,11 'roasters':4A,8A,13",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-08 00:13:40+00
1ceea942-db9f-4df1-9138-7257c37a61bc,4b4880f5-cf94-4160-9680-be2265aa09b2,4b4880f5-cf94-4160-9680-be2265aa09b2,velowave,US,,"",contract,false,2022-06-08 04:12:38+00,2022-06-08 04:12:40+00,24273,,"'24273':5 'velowave':1A,2A,4 'velowavebikes.com':3C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-08 04:12:38+00
d45537ab-1657-4c1c-9164-55c3769c1cf1,65602a95-0cd7-41f4-8d2d-3e1ef837c1b1,65602a95-0cd7-41f4-8d2d-3e1ef837c1b1,Etchworld,US,,https://static.avantlink.com/merchant-logos/17229.png,disabled,true,2018-11-21 16:42:16+00,2022-06-08 16:44:35+00,17229,,"'17229':5 'etchworld':1A,2A,4 'etchworld.com':3C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-08 16:44:35+00
ee4c7f47-7e7b-4f01-9600-408b7b9a1f03,4b4880f5-cf94-4160-9680-be2265aa09b2,4b4880f5-cf94-4160-9680-be2265aa09b2,Clark Armory,US,,"",contract,false,2023-03-29 19:20:25+00,2023-03-29 19:20:26+00,26905,,"'26905':8 'armory':2A,4A,7 'clark':1A,3A,6 'clarkarmory.com':5C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2023-03-29 19:20:25+00
7d578d23-5142-4068-9684-3bb10e82f3d7,e50a6930-3275-4740-9040-f78e83bcc7c6,0bf18bc2-52e4-48ff-b099-c6c83f5c71e7,ORTLIEB ,US,,https://static.avantlink.com/merchant-logos/18429.png,active,false,2019-08-27 19:40:33+00,2022-06-08 18:03:09+00,18429,,"'/en_us/':6C '/usa/':13C,16C '/usa_en/':9C '18429':18 'ortlieb':1A,2A,17 'ortlieb.com':5C,8C,10C,12C,15C 'ortlieb.com/en_us/':4C 'ortlieb.com/usa/':11C,14C 'ortlieb.com/usa_en/':7C 'stage2.ortlieb.netz98.org':3C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-07 15:24:24+00
719beb42-8ac7-4187-9d9d-48556261b50c,f2d8afd8-7de6-4858-8b5c-db12fb02072b,f2d8afd8-7de6-4858-8b5c-db12fb02072b,Rock Pirates RC,US,,"",contract,false,2023-02-01 19:39:28+00,2023-02-01 19:39:29+00,26349,,"'26349':11 'pirates':2A,5A,9 'rc':3A,6A,10 'rock':1A,4A,8 'rockpiratesrc.com':7C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2023-02-01 19:39:28+00
e974183b-5148-4d2b-bef4-fffe0409fc1d,4b4880f5-cf94-4160-9680-be2265aa09b2,b1ccc4d4-eef0-49d9-a7f0-4c390ec20993,Ozonics Hunting,US,,https://static.avantlink.com/merchant-logos/23957.png,active,false,2022-04-14 15:34:51+00,2023-06-21 18:48:31+00,23957,,"'23957':9 'hunting':2A,4A,8 'ozonics':1A,3A,7 'ozonicshunting.com':6C 'ozonicshuntingdev.99stockpics.com':5C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2023-06-21 18:48:31+00
ad4773d0-1d74-4ae0-bb8f-976079dfe896,4b4880f5-cf94-4160-9680-be2265aa09b2,4b4880f5-cf94-4160-9680-be2265aa09b2,RI Grooming Co,US,,"",contract,false,2022-08-05 04:34:56+00,2022-08-05 04:34:57+00,24921,,"'24921':11 'co':3A,6A,10 'grooming':2A,5A,9 'ri':1A,4A,8 'rigroomingco.com':7C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-08-05 04:34:56+00
73450f88-3eb4-497b-aeac-dcb357c27ef1,4b4880f5-cf94-4160-9680-be2265aa09b2,cbdbce97-b544-4380-b54a-51f0e846c1fc,Crua Outdoors,US,,https://static.avantlink.com/merchant-logos/25809.png,active,false,2022-11-23 15:41:22+00,2023-02-23 14:22:46+00,25809,,"'25809':8 'crua':1A,3A,6 'cruaoutdoors.com':5C 'outdoors':2A,4A,7",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2023-02-23 14:22:46+00
0f8f6bbf-9dc7-4fc6-9539-5c51ac263585,65602a95-0cd7-41f4-8d2d-3e1ef837c1b1,4b4880f5-cf94-4160-9680-be2265aa09b2,ZQI Ammunition,US,,https://static.avantlink.com/merchant-logos/22045.png,active,true,2021-06-16 22:38:56+00,2022-08-15 20:00:35+00,22045,,"'22045':9 'ammodev.wpengine.com':5C 'ammunition':2A,4A,8 'zqi':1A,3A,7 'zqiammunition.com':6C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-08-15 20:00:35+00
1f44b3f4-8a53-4f5b-b345-2021a7e29249,4b4880f5-cf94-4160-9680-be2265aa09b2,f2d8afd8-7de6-4858-8b5c-db12fb02072b,Chamois Butt’r,US,,"",disabled,true,2022-11-22 19:21:21+00,2022-11-23 16:56:09+00,25797,,"'25797':11 'butt':2A,5A,9 'chamois':1A,4A,8 'chamoisbuttr.com':7C 'r':3A,6A,10",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-11-23 16:56:09+00
f1901707-4c43-4a07-9c5c-c73939685d9f,4b4880f5-cf94-4160-9680-be2265aa09b2,4b4880f5-cf94-4160-9680-be2265aa09b2,Insured Nomads,US,,"",contract,false,2022-06-09 02:58:29+00,2022-06-09 02:58:30+00,24397,,"'24397':8 'insured':1A,3A,6 'insurednomads.com':5C 'nomads':2A,4A,7",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-09 02:58:29+00
71363c62-b574-4e41-a7b7-9763fab01f71,100681b2-eac9-4e16-bcfe-aab26842181a,3b515ef8-cfed-4092-862b-01861b8e7573,Beringia ,US,,https://static.avantlink.com/merchant-logos/22741.png,active,false,2021-11-10 23:02:21+00,2023-01-10 16:50:12+00,22741,,"'22741':5 'beringia':1A,2A,4 'beringia.world':3C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2023-01-10 16:50:12+00
af8df68c-7820-424a-ae34-8acd97c9211c,65602a95-0cd7-41f4-8d2d-3e1ef837c1b1,b87a085e-db6d-4710-8638-4672426c8eab,Trinity Force,US,,https://static.avantlink.com/merchant-logos/24385.png,disabled,true,2022-06-08 21:13:43+00,2023-03-22 15:55:49+00,24385,,"'24385':8 'force':2A,4A,7 'trinity':1A,3A,6 'trinityforce.com':5C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2023-03-22 15:55:49+00
de141369-8a06-4e7c-91e1-ba78ec68402b,e50a6930-3275-4740-9040-f78e83bcc7c6,e50a6930-3275-4740-9040-f78e83bcc7c6,Fly Fish Food,US,,"",contract,false,2022-06-09 18:50:29+00,2022-06-09 18:50:30+00,24425,,"'24425':11 'fish':2A,5A,9 'fly':1A,4A,8 'flyfishfood.com':7C 'food':3A,6A,10",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-09 18:50:29+00
c8993bee-6f31-473d-b747-c1cd00c7b1ce,100681b2-eac9-4e16-bcfe-aab26842181a,4b4880f5-cf94-4160-9680-be2265aa09b2,Aloha Collection,US,,"",disabled,true,2022-06-07 21:32:19+00,2023-06-05 16:18:13+00,24261,,"'24261':8 'aloha':1A,3A,6 'aloha-collection.com':5C 'collection':2A,4A,7",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2023-06-05 16:18:13+00
17f799c7-4992-4fd9-967f-e58eb3bca157,e50a6930-3275-4740-9040-f78e83bcc7c6,e50a6930-3275-4740-9040-f78e83bcc7c6,Seychelle ,US,,"",contract,false,2022-06-09 19:48:55+00,2022-06-09 19:48:56+00,24429,,"'24429':5 'seychelle':1A,2A,4 'seychelle.com':3C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-09 19:48:55+00
b4c0da78-8e40-4bfb-adca-a30982bde03d,65602a95-0cd7-41f4-8d2d-3e1ef837c1b1,3b4a8b32-eb6b-4f92-bb31-b280a17bee9b,Northtac ,US,,https://static.avantlink.com/merchant-logos/24381.png,active,false,2022-06-08 21:02:35+00,2023-07-05 23:02:18+00,24381,,"'24381':5 'northtac':1A,2A,4 'northtac.com':3C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2023-07-05 23:02:18+00
c62f9356-86bf-4748-85b7-e57c60655f5d,e50a6930-3275-4740-9040-f78e83bcc7c6,e50a6930-3275-4740-9040-f78e83bcc7c6,Natural Choice Corp,US,,"",contract,false,2022-06-09 21:35:28+00,2022-06-09 21:35:29+00,24433,,"'24433':11 'choice':2A,5A,9 'corp':3A,6A,10 'natural':1A,4A,8 'verykul.com':7C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-09 21:35:28+00
1c6aaefa-6d0a-4717-bc83-fcb4fac88ae1,4b4880f5-cf94-4160-9680-be2265aa09b2,271d1f6d-719c-43a0-b202-b7aeb931c8f3,Marla Studio ,US,,https://static.avantlink.com/merchant-logos/28041.png,active,true,2023-07-23 05:16:02+00,2023-07-28 17:11:02+00,28041,,"'28041':8 'marla':1A,3A,6 'marlastudio.co':5C 'studio':2A,4A,7",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2023-07-28 17:11:02+00
7ce2b26f-e36f-4ffd-88d3-0cdc2d24fae1,4b4880f5-cf94-4160-9680-be2265aa09b2,4b4880f5-cf94-4160-9680-be2265aa09b2,Trinity Force,US,,"",disabled,true,2022-06-09 03:00:22+00,2022-06-16 22:09:43+00,24401,,"'24401':8 'force':2A,4A,7 'trinity':1A,3A,6 'trinityforce.com':5C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-16 22:09:43+00
991755fa-0476-4b77-aa5c-9aaecd46fc30,4b4880f5-cf94-4160-9680-be2265aa09b2,271d1f6d-719c-43a0-b202-b7aeb931c8f3,Temper,US,,https://static.avantlink.com/merchant-logos/24373.png,active,false,2022-06-08 15:08:19+00,2022-06-30 15:55:47+00,24373,,"'24373':5 'temper':1A,2A,4 'usetemper.com':3C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-30 15:55:47+00
49a8ea42-f412-4aba-85c1-844a782765a4,4b4880f5-cf94-4160-9680-be2265aa09b2,4b4880f5-cf94-4160-9680-be2265aa09b2,Global Ordnance,US,,"",disabled,true,2022-06-14 05:31:50+00,2022-07-07 20:39:39+00,24461,,"'24461':8 'global':1A,3A,6 'globalordnance.com':5C 'ordnance':2A,4A,7",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-07-07 20:39:39+00
f9452e2d-a646-4dfa-a400-a36bd11ff609,4b4880f5-cf94-4160-9680-be2265aa09b2,4b4880f5-cf94-4160-9680-be2265aa09b2,Senoia Bicycle ,US,,"",contract,false,2022-07-28 23:20:32+00,2022-07-28 23:20:57+00,24821,,"'24821':8 'bicycle':2A,4A,7 'senoia':1A,3A,6 'senoiabicycle.com':5C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-07-28 23:20:57+00
afd88c17-f14a-4c42-8328-ee0c07a93f76,4b4880f5-cf94-4160-9680-be2265aa09b2,4b4880f5-cf94-4160-9680-be2265aa09b2,Ernest & Connolly Pty Ltd,AU,,"",contract,false,2023-05-23 05:15:50+00,2023-05-23 05:15:51+00,27489,,"'27489':14 'connolly':2A,6A,11 'ernest':1A,5A,10 'ernestformen.com':9C 'ltd':4A,8A,13 'pty':3A,7A,12",be73e502-85fd-11e8-ba63-0edee6d0e1d0,2023-05-23 05:15:50+00
5a25f653-e032-4a60-9b67-27d00eb23ba3,f2d8afd8-7de6-4858-8b5c-db12fb02072b,f2d8afd8-7de6-4858-8b5c-db12fb02072b,KustomCaps,US,,"",contract,false,2020-03-04 16:51:47+00,2022-06-07 15:24:24+00,19357,,"'19357':5 'kustomcaps':1A,2A,4 'kustomcaps.com':3C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-07 15:24:24+00
1e1dad78-5ac5-42ed-981a-0a0e7b84d9e0,e50a6930-3275-4740-9040-f78e83bcc7c6,e50a6930-3275-4740-9040-f78e83bcc7c6,Select CBD,US,,"",contract,false,2018-09-07 18:34:59+00,2022-06-07 15:24:24+00,17021,,"'17021':8 'cbd':2A,4A,7 'select':1A,3A,6 'selectcbd.com':5C",be487b38-85fd-11e8-ba62-0edee6d0e1d0,2022-06-07 15:24:24+00
