prepared_column_id,definition,parent,sort,visible_to,name,created_at,updated_at,created_by,updated_by,table_id,joinable_tables,classifier,description,visible,display_groups,environment,prepared_human_id,filters
46922b72-487f-4466-9487-cf036fa4aaa0,"[{""id"": ""dim_affiliate-affiliate_uuid"", ""name"": ""Affiliate UUID"", ""alias"": ""affiliate_uuid""}]",e999b4c1-d604-4cde-81cc-8fa14196d480,11,"[""merchant"", ""admin"", ""affiliate""]",Affiliate UUID,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_affiliate,,dim,Unique ID associated to an affiliate account (Dashboard platform).,false,"{performance,metrics}",EDW2,,
eacd61a1-294c-4a68-917d-3f4b8a44adf1,"[{""id"": ""dim_affiliate-active_or_inactive"", ""name"": ""Affiliate Network Status"", ""alias"": ""affiliate_network_status""}]",e999b4c1-d604-4cde-81cc-8fa14196d480,9,"[""merchant"", ""admin"", ""affiliate""]",Affiliate Network Status,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_affiliate,,dim,This is the affiliate status in AvantLink.,false,"{performance,metrics}",EDW2,,
8f124432-28bf-439f-800a-dd1fd796f314,"[{""id"": ""dim_affiliate_website-affiliate_website_url_stripped"", ""name"": ""Affiliate Website"", ""alias"": ""affiliate_website0""}, {""id"": ""dim_affiliate_website-affiliate_website_id"", ""alias"": ""affiliate_website1"", ""hidden"": true}]",e999b4c1-d604-4cde-81cc-8fa14196d480,12,"[""merchant"", ""admin"", ""affiliate""]",Affiliate Website,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_affiliate_website,,dim,Displays all of the individual website URLs within an affiliate account if they have more than one website.,true,"{performance,metrics}",EDW2,,
d88b002d-d10d-43cc-82ae-b87a5b1caeeb,"[{""id"": ""dim_date-day_number_of_month"", ""name"": ""Day of Month"", ""alias"": ""day_number_of_month""}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,5,"[""admin"", ""merchant"", ""affiliate""]",Day of Month,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_date,,dim,Numeric day without month or year.,false,"{performance,metrics}",EDW2,,
4900ba88-c35a-463d-8f4a-9606903221e8,"[{""id"": ""fact_order_avantmetrics_analytics-avantlink_orders"", ""fact"": true, ""name"": ""AvantLink Orders"", ""alias"": ""avantlink_orders"", ""format"": ""int""}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",AvantLink Orders,2019-02-04 21:13:15 +00:00,2019-02-04 21:13:15 +00:00,,,fact_order_avantmetrics_analytics,,fact,,true,{metrics},EDW2,,
1afbc775-cdd5-4a9b-bf48-c15629e5fae2,"[{""id"": ""fact_order_avantmetrics_summary-order_number"", ""name"": ""Order Number"", ""alias"": ""am_summary_order_number""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Order Number,2019-02-04 21:39:44 +00:00,2019-02-04 21:39:44 +00:00,,,fact_order_avantmetrics_summary,,fact,,true,{metrics},EDW2,,
bbf2fdb6-4b5a-49cf-83b5-fa3e9118aebf,"[{""id"": ""dim_affiliate-affiliate_name"", ""name"": ""Affiliate Company Name"", ""alias"": ""affiliate_name""}]",e999b4c1-d604-4cde-81cc-8fa14196d480,4,"[""merchant"", ""admin"", ""affiliate""]",Affiliate Company Name,2018-07-26 21:16:58 +00:00,2018-07-26 21:16:58 +00:00,,,dim_affiliate,,dim,The company name associated to the affiliate account. If one was not provided then this defaults to being the primary contact's name.,false,"{performance,metrics}",EDW2,,
1d04dec5-466c-4d85-a292-849a9a738cb6,"[{""id"": ""dim_affiliate-affiliate_first_name"", ""name"": ""Affiliate First Name"", ""alias"": ""affiliate_first_name""}]",e999b4c1-d604-4cde-81cc-8fa14196d480,6,"[""merchant"", ""admin"", ""affiliate""]",Affiliate First Name,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_affiliate,,dim,The first name for the primary contact associated to the affiliate's account.,false,"{performance,metrics}",EDW2,,
f62fc72a-2ab3-4c48-bcd9-048d9c677871,"[{""id"": ""calculation"", ""calc"": ""sales / total"", ""fact"": true, ""name"": ""AM Average Order Amount"", ""vars"": {""sales"": {""id"": ""fact_order_avantmetrics_summary-order_amount"", ""aggregate"": [{""func"": ""sum"", ""distinct"": true}]}, ""total"": {""id"": ""fact_order_avantmetrics_summary-order_hash_key"", ""aggregate"": [{""func"": ""count"", ""distinct"": true}]}}, ""alias"": ""am_avg_order_amount"", ""format"": ""money""}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",Site Average Order Amount,2019-01-16 20:40:07 +00:00,2019-01-16 20:40:07 +00:00,,,fact_order_avantmetrics_summary,,fact,,false,{metrics},EDW2,,
190e5ac1-620d-449f-99c3-01f2afd6aa71,"[{""id"": ""dim_order_avantmetrics-tracked_pixel_name"", ""name"": ""Awarded Channel"", ""alias"": ""tracked_pixel_name""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Awarded Channel,2019-02-05 21:19:49 +00:00,2019-02-05 21:19:49 +00:00,,,dim_order_avantmetrics,,dim,,true,{metrics},EDW2,,
e53b1dda-1881-460e-b14a-c39676ef7834,"[{""id"": ""fact_order_avantmetrics_summary-affiliate_orders"", ""fact"": true, ""name"": ""Affiliate Orders"", ""alias"": ""affiliate_orders"", ""format"": ""int"", ""aggregate"": [{""func"": ""sum"", ""distinct"": false}]}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",Affiliate Orders,2019-01-16 20:56:14 +00:00,2019-01-16 20:56:14 +00:00,,,fact_order_avantmetrics_summary,,fact,,false,{metrics},EDW2,,
3056e403-5da8-40fc-897d-6558cc364de1,"[{""id"": ""fact_order_avantmetrics_summary-order_id"", ""fact"": true, ""name"": ""Orders"", ""alias"": ""cross_marketing_channel_orders"", ""format"": ""int"", ""aggregate"": [{""func"": ""count"", ""distinct"": false}]}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Orders,2019-02-05 21:09:31 +00:00,2019-02-05 21:09:31 +00:00,,,fact_order_avantmetrics_summary,,fact,,true,{metrics},EDW2,,
c37cc7f0-4070-4534-affc-ee0a593e58eb,"[{""id"": ""dim_order_avantmetrics-deduped_pixel_name"", ""name"": ""Deduped Channel"", ""alias"": ""deduped_pixel_name""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Deduped Channel,2019-02-05 21:19:49 +00:00,2019-02-05 21:19:49 +00:00,,,dim_order_avantmetrics,,dim,,true,{metrics},EDW2,,
f3f93f76-c005-4180-b065-12e391c835c7,"[{""id"": ""pk_users-user_last_name"", ""name"": ""User Last Name"", ""alias"": ""picker_user_last_name""}]",7620cd62-abee-4d89-9533-a61ba2ccf6c7,10,"[""3f6ad03b-7a38-44f5-8c8f-485c7f621692"", ""f4d3839e-9a76-411c-8110-b2374af3953a"", ""3e76c175-b5cb-4acc-9910-74fd7f82cc1d""]",User Last Name,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,pk_users,,dim,Last name of a user of the Avantlink platform,false,{performance},EDW2,,
896d0934-0781-402b-a28f-6d67b4929167,"[{""id"": ""dim_date-mm_dd_yyyy"", ""name"": ""Quarter"", ""alias"": ""quarter"", ""aggregate"": [{""dim"": ""dim_date-quarter_number_since_epoch"", ""func"": ""band""}]}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,9,"[""admin"", ""merchant"", ""affiliate""]",Quarter,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_date,,dim,Calendar year quarters.,true,"{performance,metrics}",EDW2,,
18c78f65-feff-4224-ae78-0be3f97acb39,"[{""id"": ""fact_affiliate_type_order_summary-checkout_influencer_count"", ""fact"": true, ""name"": ""Checkout Influencer"", ""alias"": ""checkout_influencer_count"", ""format"": ""int""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Checkout Influencer,2019-02-09 13:47:33 +00:00,2019-02-09 13:47:33 +00:00,,,fact_affiliate_type_order_summary,,fact,,true,{metrics},EDW2,,
7cb608db-f4ae-4930-9424-690a1e934c58,"[{""id"": ""fact_order_avantmetrics_analytics-page_views"", ""fact"": true, ""name"": ""Page Views"", ""alias"": ""page_views"", ""format"": ""int""}]",2b4f1ada-4e45-48e4-b832-12f7898001a2,1,"[""admin"", ""merchant""]",Page Views,2019-01-16 21:25:23 +00:00,2019-01-16 21:25:23 +00:00,,,fact_order_avantmetrics_analytics,,fact,,false,{metrics},EDW2,,
404f842a-ecde-4f02-ad89-97b06e483480,"[{""id"": ""fact_order_avantmetrics_analytics-visits"", ""fact"": true, ""name"": ""Visits"", ""alias"": ""website_visits"", ""format"": ""int""}]",2b4f1ada-4e45-48e4-b832-12f7898001a2,1,"[""admin"", ""merchant""]",Visits,2019-01-16 20:56:14 +00:00,2019-01-16 20:56:14 +00:00,,,fact_order_avantmetrics_analytics,,fact,,false,{metrics},EDW2,,
997fcc22-3418-43a9-9411-78df8c0e122a,"[{""id"": ""fact_order_avantmetrics_summary-order_hash_key"", ""fact"": true, ""name"": ""HK Site Orders"", ""alias"": ""site_orders"", ""format"": ""int"", ""aggregate"": [{""func"": ""sum"", ""distinct"": true}]}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",HK Site Orders,2019-01-16 20:56:14 +00:00,2019-01-16 20:56:14 +00:00,,,fact_order_avantmetrics_summary,,fact,,false,{metrics},EDW2,,
b96959cb-5878-4831-ad1d-bef913ea1ba0,"[{""id"": ""fact_order_avantmetrics_analytics-unique_visits"", ""fact"": true, ""name"": ""Unique Visits"", ""alias"": ""unique_visits"", ""format"": ""int""}]",2b4f1ada-4e45-48e4-b832-12f7898001a2,1,"[""admin"", ""merchant""]",Unique Visits,2019-01-16 20:56:14 +00:00,2019-01-16 20:56:14 +00:00,,,fact_order_avantmetrics_analytics,,fact,,false,{metrics},EDW2,,
c3ce8a64-1b8f-4d79-bb44-72e3195a3387,"[{""id"": ""fact_order_avantmetrics_summary-has_multiple_affiliates"", ""name"": ""Multiple Affiliates"", ""alias"": ""has_multiple_affiliates""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Multiple Affiliates,2019-02-04 21:54:06 +00:00,2019-02-04 21:54:06 +00:00,,,fact_order_avantmetrics_summary,,fact,,true,{metrics},EDW2,,
2700e2b9-7a65-4359-bd0b-c7b041a2eb01,"[{""id"": ""pk_columns-data_type"", ""name"": ""Data Type"", ""alias"": ""picker_data_type""}]",7620cd62-abee-4d89-9533-a61ba2ccf6c7,4,"[""3f6ad03b-7a38-44f5-8c8f-485c7f621692"", ""f4d3839e-9a76-411c-8110-b2374af3953a"", ""3e76c175-b5cb-4acc-9910-74fd7f82cc1d""]",Data Type,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,pk_columns,,dim,Postgresql data type.,false,{performance},EDW2,,
7e317733-831c-47c2-a29e-e315ba709f75,"[{""id"": ""dim_affiliate-affiliate_id"", ""name"": ""Affiliate Classic ID"", ""alias"": ""affiliate_id""}]",e999b4c1-d604-4cde-81cc-8fa14196d480,1,"[""merchant"", ""admin"", ""affiliate""]",Affiliate Classic ID,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_affiliate,,dim,Unique ID associated to an affiliate account (Classic platform).,false,"{performance,metrics}",EDW2,,
306468fb-31b2-4e46-a70a-fbf474d26d26,"[{""id"": ""dim_order_avantlink-order_id"", ""name"": ""AvantLink Transaction ID"", ""alias"": ""transaction_id""}]",6d05167c-55c8-4802-84b7-c15f2c0258ff,1,"[""admin"", ""merchant"", ""affiliate""]",Avantlink Transaction ID,2018-08-02 16:28:46 +00:00,2018-08-02 16:28:46 +00:00,,,dim_order,,dim,AvantLink's unique transaction number.,false,{performance},EDW2,,
262f1eda-776f-4380-9e00-6a57e7965322,"[{""id"": ""dim_order_avantlink-order_transaction_date"", ""name"": ""Order Date"", ""alias"": ""transaction_date""}]",6d05167c-55c8-4802-84b7-c15f2c0258ff,6,"[""admin"", ""merchant"", ""affiliate""]",Order Date,2018-08-02 16:28:46 +00:00,2018-08-02 16:28:46 +00:00,,,dim_order,,dim,The date that the order occurred on in Mountain Time (MT).,false,{performance},EDW2,,
54d1b31d-8a57-4874-b4c8-61c9aac76a48,"[{""id"": ""pk_users-user_uuid"", ""name"": ""Picker Hash Key"", ""alias"": ""picker_user_uuid""}]",7620cd62-abee-4d89-9533-a61ba2ccf6c7,8,"[""3f6ad03b-7a38-44f5-8c8f-485c7f621692"", ""f4d3839e-9a76-411c-8110-b2374af3953a"", ""3e76c175-b5cb-4acc-9910-74fd7f82cc1d""]",User UUID,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,pk_users,,dim,UUID for this user,false,{performance},EDW2,,
21fc7122-4532-447d-88e5-89e583c27d59,"[{""id"": ""dim_order_avantmetrics-order_number"", ""name"": ""Order Number"", ""alias"": ""am_order_number""}]",6d05167c-55c8-4802-84b7-c15f2c0258ff,99,"[""admin"", ""merchant""]",Order Number,2019-01-16 22:51:37 +00:00,2019-01-16 22:51:37 +00:00,,,dim_order_avantmetrics,,dim,,false,{metrics},EDW2,,
54a9f5d7-31ba-49a0-8a06-dfded8277f2a,"[{""id"": ""fact_order_avantmetrics_summary-has_multiple_affiliates"", ""fact"": true, ""name"": ""Multiple Affiliates"", ""alias"": ""multiple_affiliates"", ""format"": ""int""}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",Multiple Affiliates,2019-01-16 22:06:02 +00:00,2019-01-16 22:06:02 +00:00,,,fact_order_avantmetrics_summary,,fact,,false,{metrics},EDW2,,
6e7ed4f9-c067-451b-8223-a1f3c289a81c,"[{""id"": ""fact_order_avantmetrics_summary-is_modified_attribution"", ""fact"": true, ""name"": ""Attribution Type"", ""alias"": ""attribution_type"", ""format"": ""int""}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",Attribution Type,2019-01-16 22:06:02 +00:00,2019-01-16 22:06:02 +00:00,,,fact_order_avantmetrics_summary,,fact,,false,{metrics},EDW2,,
ee046806-2381-4834-b226-b65a62599423,"[{""id"": ""calculation"", ""calc"": ""channel_orders / total_orders"", ""fact"": true, ""name"": ""Cross Channel Share"", ""vars"": {""total_orders"": {""id"": ""fact_order_avantmetrics_summary-order_hash_key"", ""aggregate"": [{""func"": ""count"", ""distinct"": false}]}, ""channel_orders"": {""id"": ""dim_order_avantmetrics-marketing_cross_channel"", ""aggregate"": [{""func"": ""count"", ""distinct"": false}]}}, ""alias"": ""cross_channel_share"", ""format"": ""percent""}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",Cross Channel Share,2019-01-16 22:06:02 +00:00,2019-01-16 22:06:02 +00:00,,,fact_order_avantmetrics_summary,,fact,,false,{metrics},EDW2,,
a11a0b38-6a96-41dc-8067-b168d4a2d345,"[{""id"": ""dim_order_avantmetrics-marketing_channel"", ""name"": ""Marketing Channel"", ""alias"": ""marketing_channel""}]",6d05167c-55c8-4802-84b7-c15f2c0258ff,1,"[""admin"", ""merchant""]",Marketing Channel,2019-01-16 22:51:37 +00:00,2019-01-16 22:51:37 +00:00,,,dim_order_avantmetrics,,dim,,false,{metrics},EDW2,,
b443affa-a075-46ad-9bf5-47e0d2fb572d,"[{""id"": ""affiliate_type_order-affiliate_type"", ""name"": ""Affiliate Referral Group"", ""alias"": ""affiliate_referral_group""}]",6d05167c-55c8-4802-84b7-c15f2c0258ff,1,"[""admin"", ""merchant""]",Affiliate Referral Group,2019-01-16 22:51:37 +00:00,2019-01-16 22:51:37 +00:00,,,affiliate_type_order,,dim,,false,{metrics},EDW2,,
aeec9549-4391-47f0-95a1-4e3d0a09e8e7,"[{""id"": ""fact_order_avantmetrics_summary-influencer"", ""name"": ""Influencer"", ""alias"": ""influencer""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Influencer,2019-02-04 22:01:40 +00:00,2019-02-04 22:01:40 +00:00,,,fact_order_avantmetrics_summary,,fact,,true,{metrics},EDW2,,
