prepared_column_id,definition,parent,sort,visible_to,name,created_at,updated_at,created_by,updated_by,table_id,joinable_tables,classifier,description,visible,display_groups,environment,prepared_human_id,filters,output
2daf668f-9178-47e0-919d-e529f599425e,"[{""id"": ""fact_affiliate_type_order_summary-affiliate_website_url"", ""name"": ""Affiliate Default Website"", ""alias"": ""affiliate_type_affiliate_website_url""}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",Affiliate Default Website,2019-02-08 21:31:14 +00:00,2019-02-08 21:31:14 +00:00,,,fact_affiliate_type_order_summary,,fact,,False,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Affiliate Default Website feature in Avantmetrics."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781123,
  ""id"": ""chatcmpl-8ForTV9MyUwsm1vj8rdyjFP6j1JZz"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 10,
    ""prompt_tokens"": 135,
    ""total_tokens"": 145
  }
}"
47a3fc50-4dbf-4126-a8f0-fd0d3ee73aa8,"[{""id"": ""fact_affiliate_type_order_summary-introducer_count"", ""fact"": true, ""name"": ""Introducer"", ""alias"": ""introducer_count"", ""format"": ""int""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Introducer,2019-02-09 13:47:33 +00:00,2019-02-09 13:47:33 +00:00,,,fact_affiliate_type_order_summary,,fact,,True,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Introducer\"" refers to the count of Introducer affiliates in Avantmetrics."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781124,
  ""id"": ""chatcmpl-8ForUKbedU0FQpJsXhe12hmpcfW8m"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 19,
    ""prompt_tokens"": 143,
    ""total_tokens"": 162
  }
}"
da39cb95-36f2-4035-b63a-2dac94632dad,"[{""id"": ""dim_order_avantlink-order_number"", ""name"": ""Order Number"", ""alias"": ""order_number""}]",6d05167c-55c8-4802-84b7-c15f2c0258ff,4,"[""admin"", ""merchant"", ""affiliate""]",Order Number,2018-08-02 16:28:46 +00:00,2018-08-02 16:28:46 +00:00,,,dim_order,,dim,Merchant order number.,False,{performance},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Merchant order number in Avantlink's performance group.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781126,
  ""id"": ""chatcmpl-8ForWRFTi9i2pNdSM8Ib1u4CkV3vc"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 12,
    ""prompt_tokens"": 123,
    ""total_tokens"": 135
  }
}"
5faa4a3c-a5af-42a6-b438-d45c827ba081,"[{""id"": ""fact_affiliate_type_order_summary-influencer_count"", ""fact"": true, ""name"": ""Influencer"", ""alias"": ""influencer_count"", ""format"": ""int""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Influencer,2019-02-09 13:47:33 +00:00,2019-02-09 13:47:33 +00:00,,,fact_affiliate_type_order_summary,,fact,,True,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Influencer count displayed as an integer via Avantmetrics.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781129,
  ""id"": ""chatcmpl-8ForZgAL8eUtk7A1Fx2sH7ysmoMeY"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 13,
    ""prompt_tokens"": 142,
    ""total_tokens"": 155
  }
}"
6e032164-39f4-4ecf-9399-a9c6733d40f9,"[{""id"": ""calculation"", ""calc"": ""Influencer / count "", ""fact"": true, ""name"": ""Influencer %"", ""vars"": {""count"": {""id"": ""fact_affiliate_type_order_summary-total_count"", ""alias"": ""fact_affiliate_type_order_summary-total_count-03"", ""required_groups"": [""fact_affiliate_type_order_summary-total_count-03""]}, ""Influencer"": {""id"": ""fact_affiliate_type_order_summary-influencer_count"", ""alias"": ""fact_affiliate_type_order_summary-influencer_count-01"", ""required_groups"": [""fact_affiliate_type_order_summary-influencer_count-01""]}}, ""alias"": ""influencer_percentage"", ""format"": ""percent""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Influencer %,2019-02-09 13:47:33 +00:00,2019-02-09 13:47:33 +00:00,,,fact_affiliate_type_order_summary,,fact,,True,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Avantmetrics percentage that represents influencer influence over total count.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781132,
  ""id"": ""chatcmpl-8ForckciwmfKMCKF8veICrxaOJN84"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 14,
    ""prompt_tokens"": 252,
    ""total_tokens"": 266
  }
}"
930bfe79-3e79-425a-bf2d-c9f17c4aa635,"[{""id"": ""dim_affiliate-affiliate_zip"", ""name"": ""Affiliate Zip Code"", ""alias"": ""affiliate_zip""}]",545f89b1-393e-4182-865a-4a33c97e9125,3,"[""merchant"", ""admin"", ""affiliate""]",Affiliate Zip Code,2018-06-16 00:44:52 +00:00,2018-06-16 00:44:52 +00:00,,,dim_affiliate,,dim,The zip code associated to the affiliate's account.,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Avantmetrics data showing affiliate's associated zip code."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781135,
  ""id"": ""chatcmpl-8ForfnFEZl6SciD8AVWVO44ScuWt7"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 11,
    ""prompt_tokens"": 134,
    ""total_tokens"": 145
  }
}"
ffeb8c39-8e8e-47f0-975a-851881fada60,"[{""id"": ""dim_affiliate-affiliate_state"", ""name"": ""Affiliate State"", ""alias"": ""affiliate_state""}]",545f89b1-393e-4182-865a-4a33c97e9125,2,"[""merchant"", ""admin"", ""affiliate""]",Affiliate State,2018-06-16 00:44:52 +00:00,2018-06-16 00:44:52 +00:00,,,dim_affiliate,,dim,The state associated to the affiliate's account.,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Avantmetrics report on state linked with affiliate's account."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781137,
  ""id"": ""chatcmpl-8Forhp5nfxgJhW3KBXFkGYVjp1q9i"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 12,
    ""prompt_tokens"": 131,
    ""total_tokens"": 143
  }
}"
952a0d0d-5ec5-4ebb-90cd-fcac66fec8b3,"[{""id"": ""pk_picker-picker_name"", ""name"": ""Picker Name"", ""alias"": ""picker_name""}]",7620cd62-abee-4d89-9533-a61ba2ccf6c7,6,"[""3f6ad03b-7a38-44f5-8c8f-485c7f621692"", ""f4d3839e-9a76-411c-8110-b2374af3953a"", ""3e76c175-b5cb-4acc-9910-74fd7f82cc1d""]",Picker Name,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,pk_picker,,dim,Use this to distinguish between production and development pickers,False,{performance},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Distinguishes between production and development pickers.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781139,
  ""id"": ""chatcmpl-8ForjE70fYjAxgdaO3l3tDuJETulh"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 10,
    ""prompt_tokens"": 127,
    ""total_tokens"": 137
  }
}"
75946590-7328-4306-8212-6fcdb289c09c,"[{""id"": ""dim_affiliate-affiliate_country"", ""name"": ""Affiliate Country"", ""alias"": ""affiliate_country""}]",545f89b1-393e-4182-865a-4a33c97e9125,4,"[""merchant"", ""admin"", ""affiliate""]",Affiliate Country,2018-06-16 00:44:52 +00:00,2018-06-16 00:44:52 +00:00,,,dim_affiliate,,dim,The country associated to the affiliate's account.,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Avantmetrics data related to affiliate country performance."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781141,
  ""id"": ""chatcmpl-8Forlz3GNzru653cCtDv77MOZYHAl"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 10,
    ""prompt_tokens"": 131,
    ""total_tokens"": 141
  }
}"
84a74928-9285-4617-a7a7-b2f670bae5aa,"[{""id"": ""affiliate_type_order-affiliate_type"", ""name"": ""Referral Group"", ""alias"": ""affiliate_type""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Referral Group,2019-02-04 22:39:31 +00:00,2019-02-04 22:39:31 +00:00,,,affiliate_type_order,,fact,,True,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""AvantMetrics 'Referral Group' involves affiliate type order classification."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781143,
  ""id"": ""chatcmpl-8FornWpKxNtC1FdvsTWkD8SkwbPzg"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 14,
    ""prompt_tokens"": 123,
    ""total_tokens"": 137
  }
}"
8e7f18f3-16d8-4c18-a9cc-ca4707894255,"[{""id"": ""dim_affiliate-affiliate_city"", ""name"": ""Affiliate City"", ""alias"": ""affiliate_city""}]",545f89b1-393e-4182-865a-4a33c97e9125,1,"[""merchant"", ""admin"", ""affiliate""]",Affiliate City,2018-06-16 00:44:52 +00:00,2018-06-16 00:44:52 +00:00,,,dim_affiliate,,dim,The city associated to the affiliate's account.,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Shows affiliate's associated city statistics in Avantmetrics performance context.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781145,
  ""id"": ""chatcmpl-8ForpyaBdfc2FHsGobZtxfyYYtfGp"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 14,
    ""prompt_tokens"": 131,
    ""total_tokens"": 145
  }
}"
05ba72f4-aed8-4045-97b3-9d291335d861,"[{""id"": ""dim_merchant-merchant_uuid"", ""name"": ""Merchant UUID"", ""alias"": ""merchant_uuid""}]",757e230e-ef59-420d-b544-ecbffc428654,5,"[""admin"", ""merchant"", ""affiliate""]",Merchant UUID,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_merchant,,dim,Unique ID associated to a merchant account (Dashboard platform).,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Merchant UUID: Unique identifier for a merchant account on AvantMetrics."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781147,
  ""id"": ""chatcmpl-8Forr38DEis8KyWFIPkRkBq7NLqDc"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 14,
    ""prompt_tokens"": 132,
    ""total_tokens"": 146
  }
}"
3fa174b7-29de-4b34-adcd-9965c42ea0bd,"[{""id"": ""dim_merchant-merchant_id"", ""name"": ""Merchant Classic ID"", ""alias"": ""merchant_classic_id""}]",757e230e-ef59-420d-b544-ecbffc428654,2,"[""admin"", ""merchant"", ""affiliate""]",Merchant Classic ID,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_merchant,,dim,Unique ID associated to a merchant account (Classic platform).,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Unique AvantMetrics ID associated with a Merchant Classic account.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781150,
  ""id"": ""chatcmpl-8Forupep4szugMFCoVqz51NyOOitW"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 13,
    ""prompt_tokens"": 136,
    ""total_tokens"": 149
  }
}"
c0f7c59a-f564-48d8-bab7-5d26005a25e3,"[{""id"": ""dim_merchant-merchant_url"", ""name"": ""Merchant URL"", ""alias"": ""merchant_url""}]",757e230e-ef59-420d-b544-ecbffc428654,4,"[""admin"", ""merchant"", ""affiliate""]",Merchant URL,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_merchant,,dim,Merchant website address.,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Avantmetrics data of the Merchant's website URL."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781153,
  ""id"": ""chatcmpl-8Forx8uZtUkitdE1paPWrOCKPL0Fy"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 11,
    ""prompt_tokens"": 125,
    ""total_tokens"": 136
  }
}"
